id,Date,Username,Raw_text,Url,Text
10,2022-10-20 22:04:32+00:00,ZachtkensWenend,"Eenzijdig ongeluk .

Dat is de voorlopige conclusie.Ik troost mij met de gedachte dat Hebe in die flauwe bocht heel even extra aandacht van Sanne nodig had en dat die schat met haar linkerhand nog even Hebe liefdevol heeft aangeraakt.

Nu tezamen op een extra mooie wolk . https://t.co/jd6C8W8xBU",https://twitter.com/ZachtkensWenend/status/1583217631418408961,"Eenzijdig ongeluk .

Dat is de voorlopige conclusie.Ik troost mij met de gedachte dat Hebe in die flauwe bocht heel even extra aandacht van Sanne nodig had en dat die schat met haar linkerhand nog even Hebe liefdevol heeft aangeraakt.

Nu tezamen op een extra mooie wolk . HTTP"
11,2022-10-20 21:41:26+00:00,SiphoDzimba28,@AmaZuluFootball @mitsu_motors Hebe,https://twitter.com/SiphoDzimba28/status/1583211816628277248,@USER @USER Hebe
12,2022-10-20 21:22:48+00:00,piair51,"Waarom is er geen vangrail op ongeluksplek Sanne en Hebe?
https://t.co/8zzwBEWBrw
Als het kalf verdronken is dempt men de put 🙈🙈🙈🙈🙈",https://twitter.com/piair51/status/1583207126586994688,"Waarom is er geen vangrail op ongeluksplek Sanne en Hebe?
https://t.co/8zzwBEWBrw
Als het kalf verdronken is dempt men de put 🙈🙈🙈🙈🙈"
13,2022-10-20 21:20:44+00:00,lovebirdlove,Het drama rond Anne en Hebe boeit me meer dan de opgepompte Videoland hype rond stumpertje Hazes #andrehazes,https://twitter.com/lovebirdlove/status/1583206608380706818,Het drama rond Anne en Hebe boeit me meer dan de opgepompte Videoland hype rond stumpertje Hazes #andrehazes
14,2022-10-20 21:16:40+00:00,Vrouwenpagina,'Met het vinden van #Sanne en #Hebe zijn we niet klaar met ons onderzoek' - https://t.co/M29xKivixt,https://twitter.com/Vrouwenpagina/status/1583205583473479681,'Met het vinden van #Sanne en #Hebe zijn we niet klaar met ons onderzoek' - HTTP
15,2022-10-20 21:11:16+00:00,lansbergencbw,"’Hebe was voor Sanne een cadeautje, ze deed het werk vol liefde’ https://t.co/lX46zRjUpF via @telegraaf",https://twitter.com/lansbergencbw/status/1583204224166375424,"’Hebe was voor Sanne een cadeautje, ze deed het werk vol liefde’ HTTP via @USER"
16,2022-10-20 21:07:55+00:00,dinie_van,"’Hebe was voor Sanne een cadeautje, ze deed het werk vol liefde’ https://t.co/vX7k69rEij #telegraafpremium via @Telegraaf",https://twitter.com/dinie_van/status/1583203381182504961,"’Hebe was voor Sanne een cadeautje, ze deed het werk vol liefde’ HTTP #telegraafpremium via @USER"
17,2022-10-20 21:06:19+00:00,christiaanzwll,"@IlseWolterink @chrisklomp Ik verneem het wel als jouw onderzoek een andere conclusie heeft. 

Alleen snelle hulpverlening had Hebe (10) en Sanne (26) kunnen redden https://t.co/ayIqrYlvt9",https://twitter.com/christiaanzwll/status/1583202981176303617,"@USER @USER Ik verneem het wel als jouw onderzoek een andere conclusie heeft. 

Alleen snelle hulpverlening had Hebe (10) en Sanne (26) kunnen redden HTTP"
18,2022-10-20 21:06:02+00:00,diny_jong,"https://t.co/7rpGeSnfoH
Voor jou lieve Hebe,""mama Ragel halen"" en mijn hand zoals ""gewend"" je vastpakt als je niet nog ""wandelen""bent, in je laatste levensuur,blijven me nog heel lang bij staan.... https://t.co/dljJlgGdag",https://twitter.com/diny_jong/status/1583202909579522048,"HTTP jou lieve Hebe,""mama Ragel halen"" en mijn hand zoals ""gewend"" je vastpakt als je niet nog ""wandelen""bent, in je laatste levensuur,blijven me nog heel lang bij staan.... HTTP"
19,2022-10-20 21:05:34+00:00,op1npo,"Hebe en Sanne, die gisteren eindelijk werden gevonden, zijn waarschijnlijk omgekomen door een noodlottig ongeval. @NoelvanHooft: ‘’De grootste vraag op dit moment is hoe het kan dat op een van de drukste knooppunten van Nederland net voor de spits een auto kan verdwijnen.'' #Op1 https://t.co/hVufboH8zt",https://twitter.com/op1npo/status/1583202790016679936,"Hebe en Sanne, die gisteren eindelijk werden gevonden, zijn waarschijnlijk omgekomen door een noodlottig ongeval. @USER ‘’De grootste vraag op dit moment is hoe het kan dat op een van de drukste knooppunten van Nederland net voor de spits een auto kan verdwijnen.'' #Op1 HTTP"
20,2022-10-20 21:00:39+00:00,Soul7Food,"Moeten ze terugkomen op Sanne en Hebe? 
Laat die zaak - en de nabestaanden - toch met rust, mensen toch 😔

#op1npo
#op1",https://twitter.com/Soul7Food/status/1583201553342955520,"Moeten ze terugkomen op Sanne en Hebe? 
Laat die zaak - en de nabestaanden - toch met rust, mensen toch 😔

#op1npo
#op1"
21,2022-10-20 21:00:32+00:00,HumbleZephyr,"Hebe shirt met roze eenhoorn en geforceerd handgebaar, Sanne (foto onder)Club Sam (foto boven)zaak Hebe.

""U.S. soldier plotted with a satanic neo-Nazi cult to stage ‘murderous ambush’""

""""okay"" hand sign hate symbol.""
https://t.co/PaC2bHQmxo
Roze eenhoorn
https://t.co/ZX3iYXB7L0 https://t.co/eOXHj93o5P",https://twitter.com/HumbleZephyr/status/1583201522657394688,"Hebe shirt met roze eenhoorn en geforceerd handgebaar, Sanne (foto onder)Club Sam (foto boven)zaak Hebe.

""U.S. soldier plotted with a satanic neo-Nazi cult to stage ‘murderous ambush’""

""""okay"" hand sign hate symbol.""
https://t.co/PaC2bHQmxo
Roze eenhoorn
https://t.co/ZX3iYXB7L0 HTTP"
22,2022-10-20 20:50:20+00:00,L0VE4NDWAR,@CraterBearer ━━ ¡Hebe!,https://twitter.com/L0VE4NDWAR/status/1583198959022927873,@USER ━━ ¡Hebe!
23,2022-10-20 20:47:29+00:00,Andrea72486832,@_LSNN_ Zo mooi deze foto wat een geborgenheid en liefde straalt deze uit....ik zag er nog eentje gezichtjes naar elkaar toegedraaid en Hebe met wisselende tandjes die sprak mij ook zo aan ...dat verbonden met elkaar mooie meisjes hoop dat ze elkaar troost bieden waar dan ook.,https://twitter.com/Andrea72486832/status/1583198240425463808,@USER Zo mooi deze foto wat een geborgenheid en liefde straalt deze uit....ik zag er nog eentje gezichtjes naar elkaar toegedraaid en Hebe met wisselende tandjes die sprak mij ook zo aan ...dat verbonden met elkaar mooie meisjes hoop dat ze elkaar troost bieden waar dan ook.
24,2022-10-20 20:47:11+00:00,relativerenmaar,"Als direct het ongeval was opgemerkt (zoals meestal), dan was er niet zoveel drukte over geweest en had een centimeter-klein berichtje in de lokale krant gestaan.  #hebe #sanne Evengoed dramatisch, maar deze ongelukken gebeuren dagelijks.",https://twitter.com/relativerenmaar/status/1583198163917152256,"Als direct het ongeval was opgemerkt (zoals meestal), dan was er niet zoveel drukte over geweest en had een centimeter-klein berichtje in de lokale krant gestaan.  #hebe #sanne Evengoed dramatisch, maar deze ongelukken gebeuren dagelijks."
25,2022-10-20 20:42:02+00:00,dutchtiles,"@_LSNN_ @KikixxxxYoyo Een nachtmerrie voor elke ouder. Zo enorm veel die meeleven, hoop dat ze kracht vinden om dit te verwerken. Prachtige foto💕 R.i.p Sanne en Hebe.🙏🏼",https://twitter.com/dutchtiles/status/1583196870008246272,"@USER @USER Een nachtmerrie voor elke ouder. Zo enorm veel die meeleven, hoop dat ze kracht vinden om dit te verwerken. Prachtige foto💕 R.i.p Sanne en Hebe.🙏🏼"
26,2022-10-20 20:38:23+00:00,MARIANNEMARKUS0,"Wanneer je liefde geeft en als een Engel naar de hemel gaat, bedenk dat je iets goed hebt achtergelaten …

Lieve Sanne en Hebe,
Rust zacht 💜💖💜💖 #sannehebe #sanne #hebe",https://twitter.com/MARIANNEMARKUS0/status/1583195950805549056,"Wanneer je liefde geeft en als een Engel naar de hemel gaat, bedenk dat je iets goed hebt achtergelaten …

Lieve Sanne en Hebe,
Rust zacht 💜💖💜💖 #sannehebe #sanne #hebe"
27,2022-10-20 20:27:12+00:00,JokeMaria2,"😢😢
Alleen snelle hulpverlening had Hebe (10) en Sanne (26) kunnen redden https://t.co/1OqETwFRzp via @NUnl",https://twitter.com/JokeMaria2/status/1583193134078402560,"😢😢
Alleen snelle hulpverlening had Hebe (10) en Sanne (26) kunnen redden HTTP via @USER"
28,2022-10-20 20:23:13+00:00,Evertjee31,@_LSNN_ heb je mooi omschreven en ik zag deze foto en de rillingen liepen over me lichaam. en dit raakt mij ook zo intens. En hoop dat ze niet veel hebben gemerkt. rust zacht live Sanne en Hebe ❤️,https://twitter.com/Evertjee31/status/1583192132927438848,@USER heb je mooi omschreven en ik zag deze foto en de rillingen liepen over me lichaam. en dit raakt mij ook zo intens. En hoop dat ze niet veel hebben gemerkt. rust zacht live Sanne en Hebe ❤️
29,2022-10-20 20:19:40+00:00,Lyn29090700,@_LSNN_ Zo verdrietig. Rust zacht Sanne en Hebe. Gecondoleerd voor de nabestaanden.,https://twitter.com/Lyn29090700/status/1583191239905509377,@USER Zo verdrietig. Rust zacht Sanne en Hebe. Gecondoleerd voor de nabestaanden.
30,2022-10-20 20:10:31+00:00,toestandmoidje,"Vanmorgen onderweg in de auto, mooie woorden van Mattie Valk @QmusicNL over de dramatische afloop van Sanne en Hebe 
Met als afsluiting fix you van Coldplay 
💖💔 😥

https://t.co/KQfqC0LvbG",https://twitter.com/toestandmoidje/status/1583188938122231808,"Vanmorgen onderweg in de auto, mooie woorden van Mattie Valk @USER over de dramatische afloop van Sanne en Hebe 
Met als afsluiting fix you van Coldplay 
💖💔 😥

https://t.co/KQfqC0LvbG"
31,2022-10-20 20:06:00+00:00,thisssisfunny,@rumeysben hebe,https://twitter.com/thisssisfunny/status/1583187799045328897,@USER hebe
32,2022-10-20 20:03:59+00:00,cootje024,huhhh die hebe had al een huis wat aandacht vroeg voor haar ingewikkelde zorgsituatie? Zijn er meer van dit soort huizen of is dit puur toeval? I mean kan dit toeval zijn?,https://twitter.com/cootje024/status/1583187293762105345,huhhh die hebe had al een huis wat aandacht vroeg voor haar ingewikkelde zorgsituatie? Zijn er meer van dit soort huizen of is dit puur toeval? I mean kan dit toeval zijn?
33,2022-10-20 20:02:14+00:00,theo_vanderwal,@MC_B_J Heel jammer dat Sanne en Hebe overleden gegaan en zijn ouders zijn erg ongerust en begeleiding/sters zijn ook erg verdrietig!,https://twitter.com/theo_vanderwal/status/1583186854123212800,@USER Heel jammer dat Sanne en Hebe overleden gegaan en zijn ouders zijn erg ongerust en begeleiding/sters zijn ook erg verdrietig!
34,2022-10-20 20:00:49+00:00,TrendolizerVL,"Geen vangrail, geen getuigen en geen bereik: dood Hebe en Sanne lijkt dramatische speling van het lot https://t.co/Mg80vjz7HS https://t.co/ArKJU8MV4i",https://twitter.com/TrendolizerVL/status/1583186495196004353,"Geen vangrail, geen getuigen en geen bereik: dood Hebe en Sanne lijkt dramatische speling van het lot HTTP HTTP"
35,2022-10-20 19:59:44+00:00,fredvell,"Sanne en Hebe: 
‘Alleen snel ingrijpen had ze kunnen redden’ https://t.co/zG7rtG9WrI",https://twitter.com/fredvell/status/1583186221345296386,"Sanne en Hebe: 
‘Alleen snel ingrijpen had ze kunnen redden’ HTTP"
36,2022-10-20 19:59:14+00:00,JaapKooiman1,"De tekst  vond ik nu even minder interessant. De foto’s daarentegen van beide dames spreken boekdelen. Deze twee mensen horen voor altijd bij elkaar. Samen. 

‘Hebe was voor Sanne een cadeautje, ze deed het werk vol liefde’ https://t.co/XKgOA9n79B #telegraafpremium via @Telegraaf",https://twitter.com/JaapKooiman1/status/1583186098385465344,"De tekst  vond ik nu even minder interessant. De foto’s daarentegen van beide dames spreken boekdelen. Deze twee mensen horen voor altijd bij elkaar. Samen. 

‘Hebe was voor Sanne een cadeautje, ze deed het werk vol liefde’ HTTP #telegraafpremium via @USER"
37,2022-10-20 19:55:55+00:00,Bianca63461537,"@_LSNN_ Ik hoop ook zo dat ze niks gemerkt hebben , denk t niet als je de auto zag geloof ik niet dat ze er veel van mee gekregen hebben. Maar zo triest en hoe kan niemand daar niets merken 😭 rust zacht lieve Sanne en hebe",https://twitter.com/Bianca63461537/status/1583185264763367424,"@USER Ik hoop ook zo dat ze niks gemerkt hebben , denk t niet als je de auto zag geloof ik niet dat ze er veel van mee gekregen hebben. Maar zo triest en hoe kan niemand daar niets merken 😭 rust zacht lieve Sanne en hebe"
38,2022-10-20 19:53:47+00:00,FilipVanholm1,Politie twijfelt niet: lichamen in Kia Picanto in water bij snelweg Den Bosch zijn van Hebe en Sanne https://t.co/VE1xcPBFfm,https://twitter.com/FilipVanholm1/status/1583184726679949312,Politie twijfelt niet: lichamen in Kia Picanto in water bij snelweg Den Bosch zijn van Hebe en Sanne HTTP
39,2022-10-20 19:48:18+00:00,F15277883,"@cryptus_jesus @Ida_k61 Ik denk dat het reëel is om deze risico’s te scharen onder de bekende dagelijkse risico’s in ‘de wereld’. Zie bv. Sanne en Hebe. Er zullen altijd mensen te hard blijven rijden, door rood rijden, de gordel niet om doen, maar zelfs als je je gedraagt comform de regels/",https://twitter.com/F15277883/status/1583183345810542592,"@USER @USER Ik denk dat het reëel is om deze risico’s te scharen onder de bekende dagelijkse risico’s in ‘de wereld’. Zie bv. Sanne en Hebe. Er zullen altijd mensen te hard blijven rijden, door rood rijden, de gordel niet om doen, maar zelfs als je je gedraagt comform de regels/"
40,2022-10-20 19:44:57+00:00,PBeurden,"Rijkswaterstaat zag sporen Hebe en Sanne eerder al, maar ondernam geen actie omdat ze oud leken 
 https://t.co/WUWFvmu8rK",https://twitter.com/PBeurden/status/1583182502138499073,"Rijkswaterstaat zag sporen Hebe en Sanne eerder al, maar ondernam geen actie omdat ze oud leken 
 HTTP"
41,2022-10-20 19:44:40+00:00,Twan61417359,"@CathLouisa1976 Ik vind het nog steeds een apart verhaal. Zeker omdat alleen die ""beste vriend"" on de media komt.

Rip Hebe en Sanne",https://twitter.com/Twan61417359/status/1583182430013337601,"@USER Ik vind het nog steeds een apart verhaal. Zeker omdat alleen die ""beste vriend"" on de media komt.

Rip Hebe en Sanne"
42,2022-10-20 19:42:35+00:00,Nieuwsblad_be,"“Die twee waren een liefdevol plaatje samen”: familie, vrienden en bekenden rouwen om onafscheidelijke Sanne en Hebe https://t.co/7VtBCqSlRD",https://twitter.com/Nieuwsblad_be/status/1583181908355452928,"“Die twee waren een liefdevol plaatje samen”: familie, vrienden en bekenden rouwen om onafscheidelijke Sanne en Hebe HTTP"
43,2022-10-20 19:40:41+00:00,BurgtNicole,Rust zacht lieve #Hebe en lieve #Sanne! Hopelijk zijn jullie samen! Er wordt aan jullie gedacht💫🕊❤️ https://t.co/5W6H77KGB6,https://twitter.com/BurgtNicole/status/1583181427574988800,Rust zacht lieve #Hebe en lieve #Sanne! Hopelijk zijn jullie samen! Er wordt aan jullie gedacht💫🕊❤️ HTTP
44,2022-10-20 19:39:18+00:00,PascaleLovenier,"Vrienden eren overleden begeleidster Sanne: “Hebe was voor haar een cadeautje, ze deed het werk vol liefde” https://t.co/MvSOwbwDPo https://t.co/FvuUrlUdhu",https://twitter.com/PascaleLovenier/status/1583181081700110336,"Vrienden eren overleden begeleidster Sanne: “Hebe was voor haar een cadeautje, ze deed het werk vol liefde” HTTP HTTP"
45,2022-10-20 19:34:40+00:00,AnriToor,"Liefde, zorg 

Wat me uit de spaarzame berichten raakt, in een tijd waarin de menselijke maat zo vaak uit beeld is, zijn de toewijding, zorg en liefde tussen deze twee mensen; Sanne en Hebe.

Geknakt in de knop.

Kyrie Eleison https://t.co/dvmtyOShBv",https://twitter.com/AnriToor/status/1583179915788054528,"Liefde, zorg 

Wat me uit de spaarzame berichten raakt, in een tijd waarin de menselijke maat zo vaak uit beeld is, zijn de toewijding, zorg en liefde tussen deze twee mensen; Sanne en Hebe.

Geknakt in de knop.

Kyrie Eleison HTTP"
46,2022-10-20 19:30:07+00:00,OpaBoek,"Hebe en Sanne, gevonden. Wat 'n ramp.....",https://twitter.com/OpaBoek/status/1583178771930107904,"Hebe en Sanne, gevonden. Wat 'n ramp....."
47,2022-10-20 19:24:57+00:00,Liselotje3,@_LSNN_ Slaap zacht lieve Sanne en Hebe 🙏🏻❤️,https://twitter.com/Liselotje3/status/1583177470312083456,@USER Slaap zacht lieve Sanne en Hebe 🙏🏻❤️
48,2022-10-20 19:20:22+00:00,MissMel_12_,"Is dit nu nodig? Mag het even over #Sanne &amp; #Hebe gaan. Ze zijn nog geen 24 uur geleden gevonden…

#misplaatst #sorry https://t.co/mzFgM9HW5C",https://twitter.com/MissMel_12_/status/1583176316555182080,"Is dit nu nodig? Mag het even over #Sanne &amp; #Hebe gaan. Ze zijn nog geen 24 uur geleden gevonden…

#misplaatst #sorry HTTP"
49,2022-10-20 19:19:58+00:00,chicohalS,"Zeker vier keer eerder auto in het water op gevaarlijk knooppunt Empel, waar Hebe en Sanne verongelukten https://t.co/LahJ1ncg5j",https://twitter.com/chicohalS/status/1583176214683885568,"Zeker vier keer eerder auto in het water op gevaarlijk knooppunt Empel, waar Hebe en Sanne verongelukten HTTP"
50,2022-10-20 19:17:08+00:00,Voxadolescentia,@SariWester @Patrickbosch14 Toch ligt er vandaag een hele berg bloemen bij de woning van de ouder(s) van Hebe. Die vooralsnog niet in het stuk voorkomen. Dat voelt vreemd maar kan een keuze zijn.,https://twitter.com/Voxadolescentia/status/1583175500910194690,@USER @USER Toch ligt er vandaag een hele berg bloemen bij de woning van de ouder(s) van Hebe. Die vooralsnog niet in het stuk voorkomen. Dat voelt vreemd maar kan een keuze zijn.
51,2022-10-20 19:13:44+00:00,DegenGerda,Vaker ongevallen op ongeluksplek Sanne en Hebe: waarom is er geen vangrail? https://t.co/eh7OpG9MmM,https://twitter.com/DegenGerda/status/1583174646429814785,Vaker ongevallen op ongeluksplek Sanne en Hebe: waarom is er geen vangrail? HTTP
52,2022-10-20 19:09:22+00:00,WNLVandaag,Netwerkstoring heeft mogelijk een rol gespeeld in lange zoektocht naar Hebe en Sanne #WNL https://t.co/tY8tmjPREa,https://twitter.com/WNLVandaag/status/1583173547492769792,Netwerkstoring heeft mogelijk een rol gespeeld in lange zoektocht naar Hebe en Sanne #WNL HTTP
53,2022-10-20 19:07:02+00:00,PaulVermond,@LithNoortje Het terugvinden van Sanne en Hebe!,https://twitter.com/PaulVermond/status/1583172961804001280,@USER Het terugvinden van Sanne en Hebe!
54,2022-10-20 19:04:27+00:00,WimSempels,"Deze foto en die foto in de auto stralen zo veel warmte uit. Wat een mooie mensen. 
😢😢😢

“Hebe was voor Sanne een cadeautje, ze deed het werk vol liefde” https://t.co/kbMpDIxGYR",https://twitter.com/WimSempels/status/1583172310650920960,"Deze foto en die foto in de auto stralen zo veel warmte uit. Wat een mooie mensen. 
😢😢😢

“Hebe was voor Sanne een cadeautje, ze deed het werk vol liefde” HTTP"
55,2022-10-20 18:58:01+00:00,omroepbrabant,Tranen en knuffels bij herdenkingsplek voor Hebe en Sanne https://t.co/inl3TAnWue,https://twitter.com/omroepbrabant/status/1583170690735550467,Tranen en knuffels bij herdenkingsplek voor Hebe en Sanne HTTP
56,2022-10-20 18:57:54+00:00,Poasjei,"Hopelijk neemt iedereen die de afgelopen dagen beeldmateriaal van #Hebe en #Sanne heeft gedeeld om te helpen, de moeite om dit ook zsm weer te verwijderen.

Ook daarmee help je familie en nabestaanden. ✊🏽❤️",https://twitter.com/Poasjei/status/1583170661438017538,"Hopelijk neemt iedereen die de afgelopen dagen beeldmateriaal van #Hebe en #Sanne heeft gedeeld om te helpen, de moeite om dit ook zsm weer te verwijderen.

Ook daarmee help je familie en nabestaanden. ✊🏽❤️"
57,2022-10-20 18:55:21+00:00,St0el,"Jammer om hier geld uit te slaan   ’Hebe was voor Sanne een cadeautje, ze deed het werk vol liefde’ https://t.co/u2mu2MYMJm #telegraafpremium via @Telegraaf",https://twitter.com/St0el/status/1583170019080384512,"Jammer om hier geld uit te slaan   ’Hebe was voor Sanne een cadeautje, ze deed het werk vol liefde’ HTTP #telegraafpremium via @USER"
58,2022-10-20 18:52:53+00:00,trendrNL,"Nu #trending via @telegraaf Geen vangrail, geen getuigen en geen bereik: dood Hebe en Sanne lijkt dramatische speling lot https://t.co/SAUOk5KYs9",https://twitter.com/trendrNL/status/1583169400320188416,"Nu #trending via @USER Geen vangrail, geen getuigen en geen bereik: dood Hebe en Sanne lijkt dramatische speling lot HTTP"
59,2022-10-20 18:52:37+00:00,cop_petra,@BoerHerke Rust zacht voor Hebe en Sanne 🕯🕯🙏🙏wat een enorm verdriet,https://twitter.com/cop_petra/status/1583169334691917824,@USER Rust zacht voor Hebe en Sanne 🕯🕯🙏🙏wat een enorm verdriet
60,2022-10-20 18:51:15+00:00,FilipVanholm1,Hebe (10) en Sanne (26) dood teruggevonden: zo verliep dagenlange zoektocht https://t.co/7m5KAOjrcY,https://twitter.com/FilipVanholm1/status/1583168990268252160,Hebe (10) en Sanne (26) dood teruggevonden: zo verliep dagenlange zoektocht HTTP
61,2022-10-20 18:50:45+00:00,FilipVanholm1,"Twee lichamen aangetroffen in auto, politie “twijfelt er niet aan” dat het Hebe en Sanne zijn https://t.co/XALPMjw0KU",https://twitter.com/FilipVanholm1/status/1583168861461176320,"Twee lichamen aangetroffen in auto, politie “twijfelt er niet aan” dat het Hebe en Sanne zijn HTTP"
62,2022-10-20 18:50:42+00:00,john_cwh,"Zeker vier keer eerder auto in het water op gevaarlijk knooppunt Empel, waar Hebe en Sanne verongelukten- super politie had deze lokatie dan kunnen weten maar deden het tegenovergestelde!  https://t.co/SDpdSg4NAu",https://twitter.com/john_cwh/status/1583168852162412545,"Zeker vier keer eerder auto in het water op gevaarlijk knooppunt Empel, waar Hebe en Sanne verongelukten- super politie had deze lokatie dan kunnen weten maar deden het tegenovergestelde!  HTTP"
63,2022-10-20 18:45:55+00:00,WvanWaas,"@jeannettebulte @annuhmary @Daanklxxs 'Met het vinden van Sanne en Hebe zijn we niet klaar met ons onderzoek' - https://t.co/6dMTdpHnjb

KPN bevestigd het inderdaad",https://twitter.com/WvanWaas/status/1583167648611045376,@USER @USER @USER 'Met het vinden van Sanne en Hebe zijn we niet klaar met ons onderzoek' - HTTP bevestigd het inderdaad
64,2022-10-20 18:42:46+00:00,Stichting_RWO,"Veel sterkte voor de nabestaanden van Hebe en Sanne...

#Hebe
#Sanne",https://twitter.com/Stichting_RWO/status/1583166856017244160,"Veel sterkte voor de nabestaanden van Hebe en Sanne...

#Hebe
#Sanne"
65,2022-10-20 18:42:24+00:00,Ca_mi_ko,Een vangrail ook!!!! Politie over noodlottig ongeval: ‘Alleen heel snel ingrijpen had Hebe en Sanne kunnen redden’ https://t.co/l1BR5HgFDC via @volkskrant,https://twitter.com/Ca_mi_ko/status/1583166760898899968,Een vangrail ook!!!! Politie over noodlottig ongeval: ‘Alleen heel snel ingrijpen had Hebe en Sanne kunnen redden’ HTTP via @USER
